Idade;Faixa idade;Gênero;Cor/raca/etnia;Estado onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Cargo Atual;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?
29;25-29;Masculino;Branca;Santa Catarina (SC);Sul;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analista de BI/BI Analyst;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Feminino;Branca;Paraná (PR);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 3 a 4 anos
42;40-44;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;de 3 a 4 anos
35;35-39;Feminino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Masculino;Branca;Paraná (PR);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 25.001/mês a R$ 30.000/mês;de 7 a 10 anos;de 1 a 2 anos
64;55+;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Mais de 10 anos
25;25-29;Masculino;Parda;Rio de Janeiro (RJ);Sudeste;Mestrado;Química / Física;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano
23;22-24;Masculino;Branca;Mato Grosso do Sul (MS);Centro-oeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos
41;40-44;Masculino;Amarela;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analytics Engineer;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Mais de 10 anos
40;40-44;Masculino;Amarela;Paraná (PR);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;Menos de 1 ano;Mais de 10 anos
49;45-49;Masculino;Amarela;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 20.001/mês a R$ 25.000/mês;de 1 a 2 anos;Mais de 10 anos
30;30-34;Masculino;Branca;Pernambuco (PE);Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;de 3 a 4 anos
32;30-34;Feminino;Parda;São Paulo (SP);Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
29;25-29;Masculino;Branca;Paraíba (PB);Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;de 1 a 2 anos
35;35-39;Masculino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 16.001/mês a R$ 20.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Feminino;Branca;São Paulo (SP);Sudeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Freelancer;Analista de Dados/Data Analyst;de R$ 1.001/mês a R$ 2.000/mês;de 3 a 4 anos;de 1 a 2 anos
37;35-39;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 16.001/mês a R$ 20.000/mês;de 5 a 6 anos;Menos de 1 ano
30;30-34;Masculino;Branca;Rio Grande do Sul (RS);Sul;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano
21;17-21;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Analista de Negócios/Business Analyst;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Feminino;Preta;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Mais de 10 anos
21;17-21;Masculino;Branca;São Paulo (SP);Sudeste;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
24;22-24;Masculino;Branca;Minas Gerais (MG);Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
37;35-39;Feminino;Parda;Tocantins (TO);Norte;Não tenho graduação formal;;Empregado (CLT);Outra Opção;de R$ 1.001/mês a R$ 2.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32;30-34;Masculino;Branca;Rio de Janeiro (RJ);Sudeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
23;22-24;Masculino;Parda;São Paulo (SP);Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
31;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;de 1 a 2 anos
25;25-29;Masculino;Branca;Mato Grosso do Sul (MS);Centro-oeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;
23;22-24;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outra opção;Desempregado, buscando recolocação;;;;
42;40-44;Masculino;Branca;Piauí (PI);Nordeste;Doutorado ou Phd;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Menos de 1 ano
22;22-24;Masculino;Parda;Goiás (GO);Centro-oeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de BI/BI Analyst;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;de 3 a 4 anos
38;35-39;Feminino;Branca;Bahia (BA);Nordeste;Graduação/Bacharelado;Química / Física;Desempregado, buscando recolocação;;;;
36;35-39;Masculino;Branca;Paraná (PR);Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano
35;35-39;Masculino;Branca;Rio Grande do Sul (RS);Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
34;30-34;Masculino;Parda;Distrito Federal (DF);Centro-oeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Menos de 1 ano
28;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
51;50-54;Masculino;Branca;Mato Grosso (MT);Centro-oeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;de 3 a 4 anos
21;17-21;Masculino;Branca;Ceará (CE);Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Trabalho na área Acadêmica/Pesquisador;;;;
35;35-39;Masculino;Branca;Santa Catarina (SC);Sul;Mestrado;Química / Física;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Pós-graduação;Ciências Sociais;Empregado (CLT);Analista de BI/BI Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;de 1 a 2 anos
32;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;de 7 a 10 anos
27;25-29;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Analista de Dados/Data Analyst;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano
28;25-29;Masculino;Parda;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Analista de Suporte/Analista Técnico;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
32;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
48;45-49;Masculino;Parda;Distrito Federal (DF);Centro-oeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Analista de Dados/Data Analyst;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Mais de 10 anos
31;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Outra Opção;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Menos de 1 ano
26;25-29;Feminino;Branca;São Paulo (SP);Sudeste;Mestrado;Química / Física;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;de 1 a 2 anos
39;35-39;Masculino;Branca;Paraná (PR);Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Machine Learning/ML Engineer/AI Engineer;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Mais de 10 anos
25;25-29;Feminino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Feminino;Branca;São Paulo (SP);Sudeste;Mestrado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 4.001/mês a R$ 6.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
39;35-39;Masculino;Branca;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;de 3 a 4 anos
54;50-54;Feminino;Branca;Bahia (BA);Nordeste;Doutorado ou Phd;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Servidor Público;Estatístico;de R$ 4.001/mês a R$ 6.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
31;30-34;Masculino;Branca;Rio Grande do Norte (RN);Nordeste;Mestrado;Outras Engenharias;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);de R$ 30.001/mês a R$ 40.000/mês;de 3 a 4 anos;de 1 a 2 anos
28;25-29;Masculino;Branca;Paraná (PR);Sul;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Analista de BI/BI Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 5 a 6 anos;de 1 a 2 anos
38;35-39;Masculino;Prefiro não informar;São Paulo (SP);Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Mais de 10 anos
36;35-39;Masculino;Branca;Minas Gerais (MG);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;Mais de 10 anos
22;22-24;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
28;25-29;Feminino;Parda;Paraná (PR);Sul;Pós-graduação;Outra opção;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 1 a 2 anos
46;45-49;Feminino;Branca;Paraná (PR);Sul;Pós-graduação;Outras Engenharias;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;de 3 a 4 anos
41;40-44;Masculino;Branca;Minas Gerais (MG);Sudeste;Doutorado ou Phd;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;de 7 a 10 anos
30;30-34;Masculino;Parda;São Paulo (SP);Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Cientista de Dados/Data Scientist;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Branca;Rio Grande do Sul (RS);Sul;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Analista de Dados/Data Analyst;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 7 a 10 anos
23;22-24;Masculino;Preta;Bahia (BA);Nordeste;Estudante de Graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Outra Opção;de R$ 1.001/mês a R$ 2.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
27;25-29;Masculino;Preta;Minas Gerais (MG);Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Analista de Negócios/Business Analyst;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
30;30-34;Masculino;Preta;São Paulo (SP);Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;de R$ 4.001/mês a R$ 6.000/mês;Não tenho experiência na área de dados;de 5 a 6 anos
38;35-39;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;de 7 a 10 anos
30;30-34;Masculino;Branca;São Paulo (SP);Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados
